industry_code,industry_sub_code,code,is_main,desc
026,0102,5461,True,【電炉中堅】厚中板が中心で産業向けなど主体。エンジニアリングも。
026,0102,5446,True,【電炉中堅】トピー工業系。棒鋼を主力に線材、特殊形鋼製造。
026,0103,5471,True,【特殊鋼世界最大級】自動車向けが約6割。航空機や造船向けも注力。
026,0103,5481,True,【新日鉄住金系特殊鋼専業メーカー】軸受け鋼で首位。素形材事業にも展開。
026,0103,5482,True,【トヨタ系特殊鋼】構造用鋼主体。磁気応用製品にも注力。
026,0103,5480,True,【ステンレス大手】ニッケル系ステンレス鋼が中心。一貫生産体制整備。
026,0103,5563,True,【合金鉄大手】新日鉄住金系。新素材や環境システム事業なども展開。
026,0103,5632,True,【特殊鋼大手】ハイテク製品向け精密ばね拡大、加工組み立てにも進出。
026,0103,5464,True,【ステンレス管最大手】自動車用や手すり用が主力。条鋼加工品も。
026,0103,5659,True,【ステンレス鋼線最大手】大同特殊鋼系。ばね・ねじ向けが主力。
026,0103,5484,True,【大同特殊鋼グループ】エンジンバルブ耐熱鋼はシェア5割。アジア主力。
026,0103,5476,True,【ベアリング用鋼大手】神戸製鋼所の子会社。特殊鋼部門を担う。
026,0103,5491,True,【ステンレス加工】冷延帯鋼、磨帯鋼が主力。量から高付加価値志向に。
026,0103,5458,True,【ステンレス鋼帯大手】新日鉄住金系。磨帯鋼、磨特殊帯鋼も手掛ける。
026,0104,5463,True,【溶接鋼管最大手】建築向けや農業向け主力。海外進出も。
026,0104,5451,True,【表面処理鋼板大手】カラー鋼板主力。物置や車庫など建材も強い。
026,0104,5445,True,【棒鋼主力】小型棒鋼が主力。高付加価値品へのシフトを強化中。
026,0104,7305,True,【自転車用リム首位】鋼管が主力。加工機械や福祉器具も手掛ける。
026,0105,5614,True,【橋梁用支承最大手】鋳造部品や産業機械も。持ち株会社制に移行。
026,0105,5603,True,【鉄鋼向け鋳型中心】自動車用が主力。マンホールや圧延ロールも。
026,0105,5542,True,【特殊鋳鋼中堅】半導体業界向けステッパー用部品などが中心。
026,0105,5609,True,【鋳造専業首位】JFE系。素形材など主力。景観デザイン製品も。
026,0105,6439,True,【鋳造部品大手】自動車やミシン向け。太陽光発電も手掛ける。
026,0105,5610,True,【大型鋳物主力】工作機械向け鋳物部品と鋳物ホーロー浴槽が主力。
026,0106,5713,True,【産金株】銅、ニッケル大手。海外鉱山開発に積極的。電子材料も。
